date,product,category,demand,price,promotion_flag,month,quarter,week_of_year,lag_1,lag_2,lag_3,rolling_mean_3,rolling_mean_6
2020-11-01,Product_A,Beverages,229.73,51.71,1,11,4,44,161.51,172.49,128.39,154.13,166.785
2020-11-08,Product_A,Beverages,196.23,33.15,0,11,4,45,229.73,161.51,172.49,187.91,178.11333333333332
2020-11-15,Product_A,Beverages,181.72,69.62,0,11,4,46,196.23,229.73,161.51,195.8233333333333,175.70166666666668
2020-11-22,Product_A,Beverages,181.29,62.42,0,11,4,47,181.72,196.23,229.73,202.55999999999997,178.345
2020-11-29,Product_A,Beverages,250.01,77.65,1,11,4,48,181.29,181.72,196.23,186.41333333333333,187.16166666666666
2020-12-06,Product_A,Beverages,197.99,28.99,0,12,4,49,250.01,181.29,181.72,204.34,200.08166666666668
2020-12-13,Product_A,Beverages,192.81,16.24,0,12,4,50,197.99,250.01,181.29,209.76333333333332,206.16166666666666
2020-12-20,Product_A,Beverages,181.13,31.99,0,12,4,51,192.81,197.99,250.01,213.60333333333335,200.00833333333333
2020-12-27,Product_A,Beverages,199.71,44.01,0,12,4,52,181.13,192.81,197.99,190.64333333333335,197.49166666666667
2021-01-03,Product_A,Beverages,201.87,25.31,0,1,1,53,199.71,181.13,192.81,191.2166666666667,200.49
2021-01-10,Product_A,Beverages,194.53,80.8,0,1,1,1,201.87,199.71,181.13,194.23666666666668,203.92
2021-01-17,Product_A,Beverages,206.38,64.5,0,1,1,2,194.53,201.87,199.71,198.70333333333335,194.67333333333332
2021-01-24,Product_A,Beverages,229.41,33.14,0,1,1,3,206.38,194.53,201.87,200.92666666666665,196.0716666666667
2021-01-31,Product_A,Beverages,252.55,82.29,1,1,1,4,229.41,206.38,194.53,210.10666666666665,202.17166666666665
2021-02-07,Product_A,Beverages,231.19,41.19,0,2,1,5,252.55,229.41,206.38,229.4466666666667,214.07499999999996
2021-02-14,Product_A,Beverages,213.56,82.28,0,2,1,6,231.19,252.55,229.41,237.7166666666667,219.32166666666663
2021-02-21,Product_A,Beverages,230.22,21.31,0,2,1,7,213.56,231.19,252.55,232.4333333333333,221.26999999999998
2021-02-28,Product_A,Beverages,264.29,82.39,1,2,1,8,230.22,213.56,231.19,224.99,227.21833333333333
2021-03-07,Product_A,Beverages,268.11,27.06,1,3,1,9,264.29,230.22,213.56,236.0233333333333,236.86999999999998
2021-03-14,Product_A,Beverages,201.56,66.89,0,3,1,10,268.11,264.29,230.22,254.20666666666668,243.32000000000002
2021-03-21,Product_A,Beverages,236.03,32.79,0,3,1,11,201.56,268.11,264.29,244.65333333333334,234.82166666666663
2021-03-28,Product_A,Beverages,230.86,70.99,0,3,1,12,236.03,201.56,268.11,235.23333333333335,235.62833333333333
2021-04-04,Product_A,Beverages,222.55,57.62,0,4,2,13,230.86,236.03,201.56,222.8166666666667,238.51166666666668
2021-04-11,Product_A,Beverages,258.16,42.58,1,4,2,14,222.55,230.86,236.03,229.81333333333336,237.23333333333335
2021-04-18,Product_A,Beverages,208.8,44.48,0,4,2,15,258.16,222.55,230.86,237.19000000000003,236.2116666666667
2021-04-25,Product_A,Beverages,216.02,62.34,0,4,2,16,208.8,258.16,222.55,229.83666666666667,226.32666666666668
2021-05-02,Product_A,Beverages,227.88,51.94,0,5,2,17,216.02,208.8,258.16,227.66,228.73666666666668
2021-05-09,Product_A,Beverages,188.31,69.18,0,5,2,18,227.88,216.02,208.8,217.5666666666667,227.37833333333336
2021-05-16,Product_A,Beverages,205.8,86.54,0,5,2,19,188.31,227.88,216.02,210.73666666666668,220.28666666666666
2021-05-23,Product_A,Beverages,216.7,42.76,0,5,2,20,205.8,188.31,227.88,207.33,217.495
2021-05-30,Product_A,Beverages,200.08,78.98,0,5,2,21,216.7,205.8,188.31,203.60333333333335,210.585
2021-06-06,Product_A,Beverages,188.7,43.88,0,6,2,22,200.08,216.7,205.8,207.52666666666664,209.13166666666666
2021-06-13,Product_A,Beverages,253.8,56.76,1,6,2,23,188.7,200.08,216.7,201.82666666666668,204.57833333333335
2021-06-20,Product_A,Beverages,176.91,67.2,0,6,2,24,253.8,188.7,200.08,214.1933333333333,208.8983333333333
2021-06-27,Product_A,Beverages,186.0,89.25,0,6,2,25,176.91,253.8,188.7,206.47,206.99833333333333
2021-07-04,Product_A,Beverages,232.78,53.87,1,7,3,26,186.0,176.91,253.8,205.57000000000002,203.69833333333335
2021-07-11,Product_A,Beverages,182.25,67.69,0,7,3,27,232.78,186.0,176.91,198.56333333333336,206.37833333333333
2021-07-18,Product_A,Beverages,189.36,37.02,0,7,3,28,182.25,232.78,186.0,200.34333333333333,203.40666666666667
2021-07-25,Product_A,Beverages,177.8,83.49,0,7,3,29,189.36,182.25,232.78,201.46333333333337,203.51666666666668
2021-08-01,Product_A,Beverages,175.42,52.61,0,8,3,30,177.8,189.36,182.25,183.13666666666668,190.85
2021-08-08,Product_A,Beverages,177.89,74.68,0,8,3,31,175.42,177.8,189.36,180.86,190.6016666666667
2021-08-15,Product_A,Beverages,159.83,40.35,0,8,3,32,177.89,175.42,177.8,177.03666666666666,189.25
2021-08-22,Product_A,Beverages,173.08,17.7,0,8,3,33,159.83,177.89,175.42,171.04666666666665,177.0916666666667
2021-08-29,Product_A,Beverages,176.58,55.7,0,8,3,34,173.08,159.83,177.89,170.26666666666668,175.56333333333336
2021-09-05,Product_A,Beverages,199.93,17.8,1,9,3,35,176.58,173.08,159.83,169.83,173.4333333333333
2021-09-12,Product_A,Beverages,167.44,42.01,0,9,3,36,199.93,176.58,173.08,183.1966666666667,177.12166666666667
2021-09-19,Product_A,Beverages,154.23,31.19,0,9,3,37,167.44,199.93,176.58,181.3166666666667,175.79166666666666
2021-09-26,Product_A,Beverages,172.49,21.4,0,9,3,38,154.23,167.44,199.93,173.86666666666667,171.84833333333336
2021-10-03,Product_A,Beverages,156.47,62.81,0,10,4,39,172.49,154.23,167.44,164.72,173.95833333333334
2021-10-10,Product_A,Beverages,130.98,88.19,0,10,4,40,156.47,172.49,154.23,161.06333333333333,171.18999999999997
2021-10-17,Product_A,Beverages,175.24,35.31,0,10,4,41,130.98,156.47,172.49,153.31333333333336,163.59
2021-10-24,Product_A,Beverages,183.39,20.88,0,10,4,42,175.24,130.98,156.47,154.23000000000002,159.475
2021-10-31,Product_A,Beverages,186.74,28.0,0,10,4,43,183.39,175.24,130.98,163.20333333333335,162.13333333333335
2021-11-07,Product_A,Beverages,258.95,33.77,1,11,4,44,186.74,183.39,175.24,181.79,167.55166666666668
2021-11-14,Product_A,Beverages,189.43,36.0,0,11,4,45,258.95,186.74,183.39,209.6933333333333,181.96166666666667
2021-11-21,Product_A,Beverages,204.97,70.34,0,11,4,46,189.43,258.95,186.74,211.70666666666662,187.455
2021-11-28,Product_A,Beverages,198.98,33.58,0,11,4,47,204.97,189.43,258.95,217.7833333333333,199.78666666666666
2021-12-05,Product_A,Beverages,196.25,71.84,0,12,4,48,198.98,204.97,189.43,197.79333333333332,203.74333333333334
2021-12-12,Product_A,Beverages,213.34,22.34,0,12,4,49,196.25,198.98,204.97,200.0666666666667,205.88666666666668
2021-12-19,Product_A,Beverages,192.0,50.51,0,12,4,50,213.34,196.25,198.98,202.85666666666665,210.32000000000002
2021-12-26,Product_A,Beverages,175.47,61.19,0,12,4,51,192.0,213.34,196.25,200.53,199.16166666666666
2022-01-02,Product_A,Beverages,238.9,18.4,0,1,1,52,175.47,192.0,213.34,193.60333333333332,196.835
2022-01-09,Product_A,Beverages,183.49,79.24,0,1,1,1,238.9,175.47,192.0,202.12333333333333,202.49
2022-01-16,Product_A,Beverages,219.46,27.22,0,1,1,2,183.49,238.9,175.47,199.28666666666666,199.90833333333333
2022-01-23,Product_A,Beverages,250.42,58.93,1,1,1,3,219.46,183.49,238.9,213.95000000000002,203.77666666666667
2022-01-30,Product_A,Beverages,231.3,58.16,0,1,1,4,250.42,219.46,183.49,217.79,209.95666666666668
2022-02-06,Product_A,Beverages,203.39,55.92,0,2,1,5,231.3,250.42,219.46,233.7266666666667,216.50666666666666
2022-02-13,Product_A,Beverages,227.72,43.96,0,2,1,6,203.39,231.3,250.42,228.37,221.16
2022-02-20,Product_A,Beverages,266.41,38.92,1,2,1,7,227.72,203.39,231.3,220.80333333333337,219.2966666666667
2022-02-27,Product_A,Beverages,222.5,16.75,0,2,1,8,266.41,227.72,203.39,232.50666666666666,233.11666666666667
2022-03-06,Product_A,Beverages,284.12,67.26,1,3,1,9,222.5,266.41,227.72,238.87666666666667,233.62333333333333
2022-03-13,Product_A,Beverages,230.3,80.81,0,3,1,10,284.12,222.5,266.41,257.6766666666667,239.24
2022-03-20,Product_A,Beverages,240.94,28.31,0,3,1,11,230.3,284.12,222.5,245.64000000000001,239.07333333333335
2022-03-27,Product_A,Beverages,220.11,75.51,0,3,1,12,240.94,230.3,284.12,251.78666666666666,245.33166666666668
2022-04-03,Product_A,Beverages,218.68,73.23,0,4,2,13,220.11,240.94,230.3,230.45000000000002,244.0633333333333
2022-04-10,Product_A,Beverages,211.17,84.81,0,4,2,14,218.68,220.11,240.94,226.57666666666668,236.10833333333335
2022-04-17,Product_A,Beverages,232.99,71.59,0,4,2,15,211.17,218.68,220.11,216.65333333333334,234.22000000000003
2022-04-24,Product_A,Beverages,283.18,82.69,1,4,2,16,232.99,211.17,218.68,220.9466666666667,225.69833333333335
2022-05-01,Product_A,Beverages,204.43,82.16,0,5,2,17,283.18,232.99,211.17,242.44666666666663,234.51166666666668
2022-05-08,Product_A,Beverages,225.35,15.81,0,5,2,18,204.43,283.18,232.99,240.20000000000002,228.42666666666665
2022-05-15,Product_A,Beverages,208.52,58.01,0,5,2,19,225.35,204.43,283.18,237.65333333333334,229.30000000000004
2022-05-22,Product_A,Beverages,198.68,48.63,0,5,2,20,208.52,225.35,204.43,212.76666666666665,227.60666666666668
2022-05-29,Product_A,Beverages,190.14,71.43,0,5,2,21,198.68,208.52,225.35,210.85,225.525
2022-06-05,Product_A,Beverages,191.35,74.22,0,6,2,22,190.14,198.68,208.52,199.11333333333332,218.38333333333333
2022-06-12,Product_A,Beverages,233.55,56.21,1,6,2,23,191.35,190.14,198.68,193.39,203.0783333333333
2022-06-19,Product_A,Beverages,178.29,81.58,0,6,2,24,233.55,191.35,190.14,205.01333333333332,207.9316666666667
2022-06-26,Product_A,Beverages,237.79,72.11,1,6,2,25,178.29,233.55,191.35,201.0633333333333,200.08833333333334
2022-07-03,Product_A,Beverages,193.18,22.58,0,7,3,26,237.79,178.29,233.55,216.5433333333333,204.96666666666667
2022-07-10,Product_A,Beverages,219.22,76.64,1,7,3,27,193.18,237.79,178.29,203.08666666666667,204.04999999999998
2022-07-17,Product_A,Beverages,170.01,21.1,0,7,3,28,219.22,193.18,237.79,216.73,208.89666666666665
2022-07-24,Product_A,Beverages,154.43,86.04,0,7,3,29,170.01,219.22,193.18,194.13666666666666,205.34
2022-07-31,Product_A,Beverages,167.79,71.5,0,7,3,30,154.43,170.01,219.22,181.21999999999994,192.15333333333334
2022-08-07,Product_A,Beverages,167.61,56.88,0,8,3,31,167.79,154.43,170.01,164.07666666666663,190.40333333333334
2022-08-14,Product_A,Beverages,163.89,82.98,0,8,3,32,167.61,167.79,154.43,163.27666666666664,178.70666666666668
2022-08-21,Product_A,Beverages,208.41,50.15,1,8,3,33,163.89,167.61,167.79,166.42999999999998,173.82500000000002
2022-08-28,Product_A,Beverages,233.6,23.91,1,8,3,34,208.41,163.89,167.61,179.97,172.0233333333333
2022-09-04,Product_A,Beverages,154.85,58.75,0,9,3,35,233.6,208.41,163.89,201.96666666666667,182.62166666666667
2022-09-11,Product_A,Beverages,180.08,43.12,0,9,3,36,154.85,233.6,208.41,198.9533333333333,182.69166666666663
2022-09-18,Product_A,Beverages,153.85,87.24,0,9,3,37,180.08,154.85,233.6,189.51,184.74
2022-09-25,Product_A,Beverages,212.56,87.74,1,9,3,38,153.85,180.08,154.85,162.92666666666665,182.44666666666663
2022-10-02,Product_A,Beverages,221.5,56.54,1,10,4,39,212.56,153.85,180.08,182.16333333333333,190.5583333333333
2022-10-09,Product_A,Beverages,192.3,54.23,0,10,4,40,221.5,212.56,153.85,195.96999999999994,192.74
2022-10-16,Product_A,Beverages,183.53,62.07,0,10,4,41,192.3,221.5,212.56,208.78666666666663,185.85666666666665
2022-10-23,Product_A,Beverages,195.71,82.59,0,10,4,42,183.53,192.3,221.5,199.10999999999999,190.63666666666668
2022-10-30,Product_A,Beverages,167.19,29.11,0,10,4,43,195.71,183.53,192.3,190.51333333333332,193.24166666666667
2022-11-06,Product_A,Beverages,175.84,41.5,0,11,4,44,167.19,195.71,183.53,182.14333333333332,195.465
2022-11-13,Product_A,Beverages,176.78,88.97,0,11,4,45,175.84,167.19,195.71,179.58,189.34500000000003
2022-11-20,Product_A,Beverages,196.5,55.21,0,11,4,46,176.78,175.84,167.19,173.26999999999998,181.89166666666668
2022-11-27,Product_A,Beverages,182.2,27.2,0,11,4,47,196.5,176.78,175.84,183.03999999999996,182.59166666666667
2022-12-04,Product_A,Beverages,174.5,76.69,0,12,4,48,182.2,196.5,176.78,185.15999999999997,182.37
2022-12-11,Product_A,Beverages,217.89,79.95,0,12,4,49,174.5,182.2,196.5,184.39999999999998,178.835
2022-12-18,Product_A,Beverages,274.59,16.98,1,12,4,50,217.89,174.5,182.2,191.52999999999997,187.285
2022-12-25,Product_A,Beverages,199.26,26.28,0,12,4,51,274.59,217.89,174.5,222.32666666666663,203.74333333333334
2023-01-01,Product_A,Beverages,214.98,43.57,0,1,1,52,199.26,274.59,217.89,230.57999999999996,207.49
2023-01-08,Product_A,Beverages,236.01,35.51,0,1,1,1,214.98,199.26,274.59,229.60999999999999,210.57000000000002
2023-01-15,Product_A,Beverages,257.75,79.85,1,1,1,2,236.01,214.98,199.26,216.74999999999997,219.53833333333333
2023-01-22,Product_A,Beverages,206.91,85.86,0,1,1,3,257.75,236.01,214.98,236.24666666666664,233.41333333333333
2023-01-29,Product_A,Beverages,204.47,33.55,0,1,1,4,206.91,257.75,236.01,233.55666666666662,231.58333333333334
2023-02-05,Product_A,Beverages,221.75,60.46,0,2,1,5,204.47,206.91,257.75,223.0433333333333,219.89666666666665
2023-02-12,Product_A,Beverages,201.12,65.38,0,2,1,6,221.75,204.47,206.91,211.0433333333333,223.64499999999998
2023-02-19,Product_A,Beverages,290.57,65.37,1,2,1,7,201.12,221.75,204.47,209.11333333333332,221.33499999999995
2023-02-26,Product_A,Beverages,237.38,72.92,0,2,1,8,290.57,201.12,221.75,237.81333333333328,230.4283333333333
2023-03-05,Product_A,Beverages,229.88,57.07,0,3,1,9,237.38,290.57,201.12,243.0233333333333,227.03333333333333
2023-03-12,Product_A,Beverages,241.0,45.26,0,3,1,10,229.88,237.38,290.57,252.60999999999999,230.86166666666668
2023-03-19,Product_A,Beverages,254.78,30.97,0,3,1,11,241.0,229.88,237.38,236.08666666666662,236.95000000000002
2023-03-26,Product_A,Beverages,304.24,16.09,1,3,1,12,254.78,241.0,229.88,241.88666666666663,242.455
2023-04-02,Product_A,Beverages,202.93,47.81,0,4,2,13,304.24,254.78,241.0,266.6733333333333,259.6416666666667
2023-04-09,Product_A,Beverages,250.33,41.12,0,4,2,14,202.93,304.24,254.78,253.98333333333326,245.035
2023-04-16,Product_A,Beverages,225.28,61.66,0,4,2,15,250.33,202.93,304.24,252.49999999999997,247.19333333333336
2023-04-23,Product_A,Beverages,194.34,86.21,0,4,2,16,225.28,250.33,202.93,226.17999999999998,246.42666666666665
2023-04-30,Product_A,Beverages,216.92,88.5,0,4,2,17,194.34,225.28,250.33,223.31666666666663,238.65
2023-05-07,Product_A,Beverages,200.74,39.66,0,5,2,18,216.92,194.34,225.28,212.17999999999995,232.34
2023-05-14,Product_A,Beverages,282.21,24.67,1,5,2,19,200.74,216.92,194.34,203.99999999999997,215.09
2023-05-21,Product_A,Beverages,277.61,26.39,1,5,2,20,282.21,200.74,216.92,233.28999999999996,228.3033333333333
2023-05-28,Product_A,Beverages,205.77,40.93,0,5,2,21,277.61,282.21,200.74,253.51999999999998,232.85
2023-06-04,Product_A,Beverages,187.8,50.55,0,6,2,22,205.77,277.61,282.21,255.19666666666663,229.59833333333336
2023-06-11,Product_A,Beverages,216.86,18.07,0,6,2,23,187.8,205.77,277.61,223.72666666666666,228.50833333333333
2023-06-18,Product_A,Beverages,253.93,35.89,1,6,2,24,216.86,187.8,205.77,203.47666666666666,228.49833333333333
2023-06-25,Product_A,Beverages,189.41,42.32,0,6,2,25,253.93,216.86,187.8,219.52999999999997,237.36333333333334
2023-07-02,Product_A,Beverages,173.07,66.78,0,7,3,26,189.41,253.93,216.86,220.0666666666666,221.89666666666668
2023-07-09,Product_A,Beverages,181.62,84.07,0,7,3,27,173.07,189.41,253.93,205.46999999999994,204.47333333333333
2023-07-16,Product_A,Beverages,249.38,35.77,1,7,3,28,181.62,173.07,189.41,181.36666666666665,200.44833333333335
2023-07-23,Product_A,Beverages,202.73,30.7,0,7,3,29,249.38,181.62,173.07,201.35666666666665,210.71166666666667
2023-07-30,Product_A,Beverages,165.83,51.34,0,7,3,30,202.73,249.38,181.62,211.2433333333333,208.35666666666668
2023-08-06,Product_A,Beverages,190.35,71.06,0,8,3,31,165.83,202.73,249.38,205.97999999999993,193.67333333333332
2023-08-13,Product_A,Beverages,238.65,33.93,1,8,3,32,190.35,165.83,202.73,186.30333333333328,193.83
2023-08-20,Product_A,Beverages,179.77,54.91,0,8,3,33,238.65,190.35,165.83,198.27666666666664,204.76
2023-08-27,Product_A,Beverages,204.59,48.56,1,8,3,34,179.77,238.65,190.35,202.9233333333333,204.45166666666668
2023-09-03,Product_A,Beverages,177.3,43.3,0,9,3,35,204.59,179.77,238.65,207.66999999999996,196.98666666666668
2023-09-10,Product_A,Beverages,216.52,39.16,1,9,3,36,177.3,204.59,179.77,187.21999999999994,192.74833333333333
2023-09-17,Product_A,Beverages,199.85,81.79,1,9,3,37,216.52,177.3,204.59,199.47,201.1966666666667
2023-09-24,Product_A,Beverages,168.93,65.93,0,9,3,38,199.85,216.52,177.3,197.88999999999996,202.78
2023-10-01,Product_A,Beverages,246.52,55.28,1,10,4,39,168.93,199.85,216.52,195.1,191.16
2023-10-08,Product_A,Beverages,157.45,70.91,0,10,4,40,246.52,168.93,199.85,205.1,202.285
2023-10-15,Product_A,Beverages,176.56,42.23,0,10,4,41,157.45,246.52,168.93,190.9666666666666,194.42833333333337
2023-10-22,Product_A,Beverages,155.83,57.81,0,10,4,42,176.56,157.45,246.52,193.50999999999996,194.30499999999998
2023-10-29,Product_A,Beverages,241.21,26.46,1,10,4,43,155.83,176.56,157.45,163.27999999999997,184.19000000000003
2023-11-05,Product_A,Beverages,185.94,27.05,0,11,4,44,241.21,155.83,176.56,191.19999999999996,191.08333333333334
2023-11-12,Product_A,Beverages,218.42,82.26,1,11,4,45,185.94,241.21,155.83,194.32666666666663,193.91833333333332
2023-11-19,Product_A,Beverages,241.36,54.34,1,11,4,46,218.42,185.94,241.21,215.18999999999997,189.23499999999999
2023-11-26,Product_A,Beverages,239.33,44.84,1,11,4,47,241.36,218.42,185.94,215.23999999999992,203.22000000000003
2023-12-03,Product_A,Beverages,188.27,79.91,0,12,4,48,239.33,241.36,218.42,233.03666666666663,213.6816666666667
2023-12-10,Product_A,Beverages,260.69,65.15,1,12,4,49,188.27,239.33,241.36,222.98666666666665,219.08833333333334
2023-12-17,Product_A,Beverages,178.92,56.76,0,12,4,50,260.69,188.27,239.33,229.42999999999998,222.335
2023-12-24,Product_A,Beverages,216.91,29.03,0,12,4,51,178.92,260.69,188.27,209.2933333333333,221.165
2023-12-31,Product_A,Beverages,182.13,46.91,0,12,4,52,216.91,178.92,260.69,218.83999999999995,220.91333333333333
2024-01-07,Product_A,Beverages,267.19,60.8,1,1,1,1,182.13,216.91,178.92,192.65333333333328,211.04166666666666
2024-01-14,Product_A,Beverages,216.23,58.59,0,1,1,2,267.19,182.13,216.91,222.07666666666663,215.68499999999997
2024-01-21,Product_A,Beverages,210.2,18.89,0,1,1,3,216.23,267.19,182.13,221.84999999999994,220.345
2024-01-28,Product_A,Beverages,239.78,25.08,0,1,1,4,210.2,216.23,267.19,231.20666666666662,211.92999999999998
2024-02-04,Product_A,Beverages,218.42,66.11,0,2,1,5,239.78,210.2,216.23,222.06999999999994,222.07333333333335
2024-02-11,Product_A,Beverages,193.58,59.67,0,2,1,6,218.42,239.78,210.2,222.79999999999995,222.32500000000002
2024-02-18,Product_A,Beverages,210.85,84.71,0,2,1,7,193.58,218.42,239.78,217.26,224.23333333333335
2024-02-25,Product_A,Beverages,226.61,87.38,0,2,1,8,210.85,193.58,218.42,207.61666666666665,214.84333333333333
2024-03-03,Product_A,Beverages,231.76,28.59,0,3,1,9,226.61,210.85,193.58,210.34666666666666,216.57333333333335
2024-03-10,Product_A,Beverages,296.14,70.58,1,3,1,10,231.76,226.61,210.85,223.0733333333333,220.16666666666666
2024-03-17,Product_A,Beverages,282.42,74.65,1,3,1,11,296.14,231.76,226.61,251.5033333333333,229.56000000000003
2024-03-24,Product_A,Beverages,246.3,27.27,0,3,1,12,282.42,296.14,231.76,270.1066666666666,240.22666666666666
2024-03-31,Product_A,Beverages,228.23,54.23,0,3,1,13,246.3,282.42,296.14,274.9533333333333,249.01333333333332
2024-04-07,Product_A,Beverages,240.36,80.79,0,4,2,14,228.23,246.3,282.42,252.31666666666663,251.91
2024-04-14,Product_A,Beverages,227.29,43.27,0,4,2,15,240.36,228.23,246.3,238.29666666666662,254.20166666666668
2024-04-21,Product_A,Beverages,234.76,37.6,0,4,2,16,227.29,240.36,228.23,231.95999999999995,253.45666666666668
2024-04-28,Product_A,Beverages,246.83,82.47,0,4,2,17,234.76,227.29,240.36,234.13666666666663,243.22666666666666
2024-05-05,Product_A,Beverages,222.44,55.77,0,5,2,18,246.83,234.76,227.29,236.2933333333333,237.295
2024-05-12,Product_A,Beverages,272.58,85.49,1,5,2,19,222.44,246.83,234.76,234.67666666666662,233.3183333333333
2024-05-19,Product_A,Beverages,227.95,40.12,0,5,2,20,272.58,222.44,246.83,247.2833333333333,240.71000000000004
2024-05-26,Product_A,Beverages,213.75,55.01,0,5,2,21,227.95,272.58,222.44,240.98999999999992,238.64166666666665
2024-06-02,Product_A,Beverages,193.43,74.14,0,6,2,22,213.75,227.95,272.58,238.09333333333333,236.385
2024-06-09,Product_A,Beverages,188.88,70.8,0,6,2,23,193.43,213.75,227.95,211.70999999999995,229.49666666666667
2024-06-16,Product_A,Beverages,260.83,57.74,1,6,2,24,188.88,193.43,213.75,198.68666666666664,219.83833333333337
2024-06-23,Product_A,Beverages,204.16,76.59,0,6,2,25,260.83,188.88,193.43,214.37999999999997,226.23666666666668
2024-06-30,Product_A,Beverages,245.32,78.48,1,6,2,26,204.16,260.83,188.88,217.95666666666662,214.83333333333334
